assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,5,0,0,14.5,0,813,0.02,0.02,0.00,0.65,241,1,0,1.7,2.0,2026-02-07T15:00:00Z,5,False,1,0,0,0,0,0,25,0,151,0,0,0,3,0.0,1,128,135,7,50,False,0
0,0,8,0,3,11.8,5,813,0.02,0.23,0.21,2.38,258,1,0,7.0,14.6,2026-02-11T20:15:00Z,79,False,12,0,0,0,1,0,26,0,339,1,1,1,0,44.0,2,140,184,44,50,True,0
