assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,6,0,1,12.0,3,808,0.08,0.72,0.64,0.38,231,1,0,5.6,7.0,2026-02-01T14:00:00Z,90,False,5,0,0,0,2,0,24,0,16095,1,0,1,0,37.0,2,15025,16717,1692,60,True,0
0,0,3,0,0,0.1,0,808,0.00,0.00,0.00,0.35,242,0,0,0.0,0.2,2026-02-07T15:00:00Z,4,False,4,0,0,0,0,0,25,0,37185,0,0,1,1,0.0,1,19921,23791,3870,60,False,0
