goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,75,AMR,Brighton,Crystal Palace,0,1,2026-02-08,29020,2025,769151,0,0,0,0,0,0,0
0,0,0,4,Sub,Brighton,Liverpool,3,2,2025-05-19,26965,2024,729263,0,0,0,0,0,0.014361405745148659,0.014361405745148659
