goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Newcastle United,Crystal Palace,2,0,2026-01-04,28968,2025,761560,0,0,0,0,0,0,0
0,0,0,1,Sub,Leeds,Crystal Palace,4,1,2025-12-20,28943,2025,759421,0,0,0,0,0,0.3753929138183594,0.3753929138183594
