id,isResult,side,h,a,goals,xG,datetime,forecast,result
28785,True,a,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '1.7555', 'a': '1.32516'}",2025-08-17 13:00:00,"{'w': 0.47608667411923, 'd': 0.23354233495789412, 'l': 0.29037099022036983}",l
28790,True,h,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '1', 'a': '0'}","{'h': '1.12964', 'a': '0.976852'}",2025-08-23 14:00:00,"{'w': 0.39020722719986667, 'd': 0.2978251229904622, 'l': 0.3119676498078009}",w
28801,True,a,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '2', 'a': '1'}","{'h': '1.57127', 'a': '1.44604'}",2025-08-30 14:00:00,"{'w': 0.40660479233574026, 'd': 0.24169481813807728, 'l': 0.35170038932147796}",l
28815,True,h,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '2', 'a': '2'}","{'h': '1.17533', 'a': '0.755999'}",2025-09-13 19:00:00,"{'w': 0.45774873904667024, 'd': 0.3053538561974763, 'l': 0.23689740475297427}",d
28825,True,a,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '3', 'a': '1'}","{'h': '1.52431', 'a': '0.826556'}",2025-09-20 19:00:00,"{'w': 0.537607875190566, 'd': 0.2588881483115405, 'l': 0.203503976395354}",l
28828,True,h,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '1'}","{'h': '2.78726', 'a': '2.23609'}",2025-09-27 11:30:00,"{'w': 0.5056861385125717, 'd': 0.17819038074914903, 'l': 0.3161231933210336}",w
28841,True,h,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '0', 'a': '1'}","{'h': '0.693758', 'a': '1.09647'}",2025-10-05 15:30:00,"{'w': 0.23052883363298704, 'd': 0.3201851986927243, 'l': 0.4492859676731956}",l
28857,True,a,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '0', 'a': '2'}","{'h': '0.260251', 'a': '3.46635'}",2025-10-20 19:00:00,"{'w': 0.010733648903229247, 'd': 0.05121043064717456, 'l': 0.9380521151872887}",w
28861,True,h,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '3', 'a': '2'}","{'h': '3.27126', 'a': '2.11838'}",2025-10-25 19:00:00,"{'w': 0.6081342998024877, 'd': 0.15762676357198144, 'l': 0.23423701730453053}",w
28870,True,a,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '2', 'a': '0'}","{'h': '0.734558', 'a': '0.820498'}",2025-11-01 15:00:00,"{'w': 0.2956654573812705, 'd': 0.35896644694508, 'l': 0.34536809567362753}",l
