goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Liverpool,Wolverhampton Wanderers,2,1,2025-12-27,28953,2025,760145,0.04941660165786743,0,1,0,0,0.04941660165786743,0
0,0,0,1,Sub,Tottenham,Liverpool,1,2,2025-12-20,28946,2025,759330,0,0,0,0,0,0,0
