id,isResult,side,h,a,goals,xG,datetime,forecast,result
28781,True,a,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '0'}","{'h': '0.724368', 'a': '0.558948'}",2025-08-16 14:00:00,"{'w': 0.3506418629701671, 'd': 0.4011981263354551, 'l': 0.24816001069437466}",l
28788,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '5'}","{'h': '0.978572', 'a': '3.94997'}",2025-08-22 19:00:00,"{'w': 0.047236687380109256, 'd': 0.0771408374116434, 'l': 0.8756051947442501}",l
28804,True,a,"{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '0', 'a': '3'}","{'h': '0.716018', 'a': '2.236'}",2025-08-31 13:00:00,"{'w': 0.10421448563436415, 'd': 0.17592449387650996, 'l': 0.7198610039229874}",w
28814,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '0', 'a': '3'}","{'h': '0.793248', 'a': '1.51402'}",2025-09-13 16:30:00,"{'w': 0.196284608940824, 'd': 0.2601290102570226, 'l': 0.5435863807086353}",l
28819,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '1', 'a': '2'}","{'h': '0.466365', 'a': '2.33565'}",2025-09-20 14:00:00,"{'w': 0.057631192541774755, 'd': 0.14712777285852854, 'l': 0.7952410055547269}",l
28837,True,a,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '0.909703', 'a': '0.775766'}",2025-09-29 19:00:00,"{'w': 0.36696095180228167, 'd': 0.3411377984860326, 'l': 0.29190124971159875}",d
28839,True,a,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '0'}","{'h': '3.0585', 'a': '0.864549'}",2025-10-04 14:00:00,"{'w': 0.807756138004695, 'd': 0.1186902657570907, 'l': 0.07355274779079683}",l
28857,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'h': '0', 'a': '2'}","{'h': '0.260251', 'a': '3.46635'}",2025-10-20 19:00:00,"{'w': 0.010733648903229247, 'd': 0.05121043064717456, 'l': 0.9380521151872887}",l
28864,True,a,"{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '2.2214', 'a': '0.498653'}",2025-10-24 19:00:00,"{'w': 0.7698832607374702, 'd': 0.16171066275982549, 'l': 0.06840606128196959}",l
28877,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '3', 'a': '1'}","{'h': '1.41383', 'a': '0.523615'}",2025-11-02 14:00:00,"{'w': 0.5909907853899462, 'd': 0.27216877232945824, 'l': 0.13684044224383463}",w
28887,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'h': '3', 'a': '2'}","{'h': '2.96728', 'a': '1.87478'}",2025-11-08 15:00:00,"{'w': 0.6029376689191992, 'd': 0.16711760367818032, 'l': 0.2299441395672518}",w
28888,True,a,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '2'}","{'h': '3.48299', 'a': '0.390782'}",2025-11-22 15:00:00,"{'w': 0.9219134534727617, 'd': 0.06027334645249918, 'l': 0.017809173734683718}",d
28907,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '0', 'a': '2'}","{'h': '0.364152', 'a': '1.56793'}",2025-11-30 14:05:00,"{'w': 0.08234422261116195, 'd': 0.24012973467834503, 'l': 0.6775260425601942}",l
28915,True,a,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '2.27674', 'a': '1.36584'}",2025-12-04 20:00:00,"{'w': 0.5795276073892581, 'd': 0.1976119650035252, 'l': 0.2228604066714891}",d
28920,True,a,"{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '1'}","{'h': '2.10077', 'a': '1.7064'}",2025-12-07 14:00:00,"{'w': 0.47292841870103536, 'd': 0.20898688293620574, 'l': 0.3180846905238833}",d
28937,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '2', 'a': '3'}","{'h': '1.27701', 'a': '0.595093'}",2025-12-14 14:00:00,"{'w': 0.5317682945145661, 'd': 0.2948504701182828, 'l': 0.1733812353580776}",l
28944,True,a,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '0'}","{'h': '3.58188', 'a': '1.02143'}",2025-12-20 15:00:00,"{'w': 0.8373805964572237, 'd': 0.09745114364398248, 'l': 0.0651626667374105}",l
28957,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'h': '0', 'a': '1'}","{'h': '1.13719', 'a': '1.11436'}",2025-12-27 15:00:00,"{'w': 0.3620455600057325, 'd': 0.2872894321291637, 'l': 0.3506650078619201}",l
28967,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '220', 'title': 'Brighton', 'short_title': 'BRI'}","{'h': '2', 'a': '2'}","{'h': '2.27644', 'a': '3.08914'}",2025-12-30 19:30:00,"{'w': 0.2821022073017651, 'd': 0.1671979550997614, 'l': 0.55069885897259}",d
28970,True,a,"{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '3', 'a': '0'}","{'h': '2.23925', 'a': '0.235678'}",2026-01-03 15:00:00,"{'w': 0.8366446852982277, 'd': 0.13480433008205459, 'l': 0.028550967739737754}",l
28987,True,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '249', 'title': 'Nottingham Forest', 'short_title': 'NOT'}","{'h': '1', 'a': '2'}","{'h': '1.73697', 'a': '1.26683'}",2026-01-06 20:00:00,"{'w': 0.48461633959634504, 'd': 0.23566144389986446, 'l': 0.27972221589922447}",l
28996,True,a,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '1', 'a': '2'}","{'h': '1.65292', 'a': '2.76761'}",2026-01-17 15:00:00,"{'w': 0.21565155127686575, 'd': 0.17301694662111886, 'l': 0.611331253748319}",w
29007,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-24 12:30:00,,
29009,False,a,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-31 17:30:00,,
29021,False,a,"{'id': '92', 'title': 'Burnley', 'short_title': 'BUR'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-07 15:00:00,,
29037,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-10 20:15:00,,
29047,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-21 17:30:00,,
29054,False,a,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-28 15:00:00,,
29062,False,a,"{'id': '228', 'title': 'Fulham', 'short_title': 'FLH'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-04 20:00:00,,
29077,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-14 15:00:00,,
29079,False,a,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-21 15:00:00,,
29091,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '229', 'title': 'Wolverhampton Wanderers', 'short_title': 'WOL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-11 15:00:00,,
29101,False,a,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-18 15:00:00,,
29116,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-25 15:00:00,,
29121,False,a,"{'id': '244', 'title': 'Brentford', 'short_title': 'BRE'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-02 15:00:00,,
29137,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-09 15:00:00,,
29146,False,a,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 15:00:00,,
29157,False,h,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '245', 'title': 'Leeds', 'short_title': 'LED'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 16:00:00,,
