assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,0,0,0,0.0,0,805,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2026-02-01T14:00:00Z,0,False,8,0,0,0,0,0,24,0,729,0,0,1,1,0.0,0,669,776,107,55,True,0
0,0,27,0,0,1.1,0,805,0.00,0.16,0.16,0.45,246,0,1,5.2,32.0,2026-02-06T20:00:00Z,36,False,11,0,0,0,0,0,25,0,1015,0,0,1,3,19.0,5,259,436,177,55,False,0
